bill_id,customer_id,billing_month,amount_due,amount_paid,payment_status,payment_date
BILL012668,CUST0423,2025-05-01,109.99,109.99,Paid,2025-05-11
BILL012669,CUST0423,2025-06-01,114.99,114.99,Late,2025-06-19
BILL012670,CUST0423,2025-07-01,114.99,0.0,Unpaid,
BILL012671,CUST0423,2025-08-01,119.99,78.92,Partial,2025-08-06
BILL012672,CUST0423,2025-09-01,119.99,119.99,Paid,2025-09-02
BILL012673,CUST0423,2025-10-01,109.99,109.99,Paid,2025-10-11
BILL012674,CUST0423,2025-11-01,114.99,114.99,Paid,2025-11-09
BILL012675,CUST0423,2025-12-01,109.99,109.99,Paid,2025-12-04
BILL012676,CUST0423,2026-01-01,109.99,109.99,Paid,2026-01-02
BILL012677,CUST0423,2026-02-01,104.99,45.53,Partial,2026-02-21
BILL012678,CUST0423,2026-03-01,109.99,109.99,Paid,2026-03-11
BILL012679,CUST0423,2026-04-01,104.99,38.12,Partial,2026-04-09
BILL012680,CUST0423,2026-05-01,104.99,104.99,Paid,2026-05-06
BILL012681,CUST0423,2026-06-01,114.99,114.99,Paid,2026-06-03
BILL012682,CUST0424,2026-02-01,124.99,124.99,Paid,2026-02-07
BILL012683,CUST0424,2026-03-01,129.99,129.99,Paid,2026-03-10
BILL012684,CUST0424,2026-04-01,139.99,139.99,Paid,2026-04-10
BILL012685,CUST0424,2026-05-01,129.99,129.99,Paid,2026-05-11
BILL012686,CUST0424,2026-06-01,139.99,139.99,Paid,2026-06-04
BILL012687,CUST0425,2023-07-01,194.98,194.98,Paid,2023-07-03
BILL012688,CUST0425,2023-08-01,204.98,204.98,Paid,2023-08-03
BILL012689,CUST0425,2023-09-01,199.98,199.98,Paid,2023-09-08
BILL012690,CUST0425,2023-10-01,194.98,194.98,Paid,2023-10-08
BILL012691,CUST0425,2023-11-01,199.98,199.98,Paid,2023-11-03
BILL012692,CUST0425,2023-12-01,209.98,209.98,Late,2023-12-26
BILL012693,CUST0425,2024-01-01,199.98,199.98,Late,2024-01-24
BILL012694,CUST0425,2024-02-01,199.98,199.98,Paid,2024-02-06
BILL012695,CUST0425,2024-03-01,204.98,204.98,Paid,2024-03-03
BILL012696,CUST0425,2024-04-01,209.98,209.98,Paid,2024-04-02
BILL012697,CUST0425,2024-05-01,204.98,204.98,Paid,2024-05-02
BILL012698,CUST0425,2024-06-01,199.98,199.98,Paid,2024-06-08
BILL012699,CUST0425,2024-07-01,204.98,204.98,Paid,2024-07-03
BILL012700,CUST0425,2024-08-01,199.98,199.98,Paid,2024-08-11
BILL012701,CUST0425,2024-09-01,199.98,199.98,Late,2024-09-24
BILL012702,CUST0425,2024-10-01,199.98,199.98,Paid,2024-10-03
BILL012703,CUST0425,2024-11-01,199.98,199.98,Paid,2024-11-03
BILL012704,CUST0425,2024-12-01,209.98,209.98,Paid,2024-12-04
BILL012705,CUST0425,2025-01-01,194.98,194.98,Paid,2025-01-10
BILL012706,CUST0425,2025-02-01,199.98,199.98,Paid,2025-02-07
BILL012707,CUST0425,2025-03-01,194.98,194.98,Paid,2025-03-09
BILL012708,CUST0425,2025-04-01,199.98,199.98,Paid,2025-04-05
BILL012709,CUST0425,2025-05-01,199.98,199.98,Paid,2025-05-11
BILL012710,CUST0425,2025-06-01,199.98,199.98,Paid,2025-06-09
BILL012711,CUST0425,2025-07-01,204.98,204.98,Paid,2025-07-09
BILL012712,CUST0425,2025-08-01,194.98,194.98,Paid,2025-08-07
BILL012713,CUST0425,2025-09-01,199.98,199.98,Paid,2025-09-10
BILL012714,CUST0425,2025-10-01,209.98,209.98,Paid,2025-10-07
BILL012715,CUST0425,2025-11-01,194.98,194.98,Late,2025-11-29
BILL012716,CUST0425,2025-12-01,204.98,204.98,Paid,2025-12-09
BILL012717,CUST0425,2026-01-01,204.98,204.98,Paid,2026-01-02
BILL012718,CUST0425,2026-02-01,194.98,194.98,Paid,2026-02-10
BILL012719,CUST0425,2026-03-01,194.98,109.97,Partial,2026-03-25
BILL012720,CUST0425,2026-04-01,199.98,199.98,Paid,2026-04-10
BILL012721,CUST0425,2026-05-01,199.98,199.98,Paid,2026-05-10
BILL012722,CUST0425,2026-06-01,199.98,199.98,Paid,2026-06-03
BILL012723,CUST0426,2023-07-01,129.98,129.98,Late,2023-07-23
BILL012724,CUST0426,2023-08-01,119.98,119.98,Paid,2023-08-02
BILL012725,CUST0426,2023-09-01,124.98,124.98,Paid,2023-09-09
BILL012726,CUST0426,2023-10-01,129.98,129.98,Paid,2023-10-04
BILL012727,CUST0426,2023-11-01,119.98,119.98,Paid,2023-11-03
BILL012728,CUST0426,2023-12-01,119.98,119.98,Paid,2023-12-11
BILL012729,CUST0426,2024-01-01,119.98,119.98,Paid,2024-01-08
BILL012730,CUST0426,2024-02-01,124.98,89.56,Partial,2024-02-15
BILL012731,CUST0426,2024-03-01,124.98,124.98,Paid,2024-03-05
BILL012732,CUST0426,2024-04-01,119.98,119.98,Paid,2024-04-04
BILL012733,CUST0426,2024-05-01,124.98,124.98,Paid,2024-05-09
BILL012734,CUST0426,2024-06-01,134.98,134.98,Paid,2024-06-02
BILL012735,CUST0426,2024-07-01,124.98,124.98,Paid,2024-07-07
BILL012736,CUST0426,2024-08-01,129.98,129.98,Paid,2024-08-03
BILL012737,CUST0426,2024-09-01,129.98,129.98,Paid,2024-09-05
BILL012738,CUST0426,2024-10-01,119.98,119.98,Paid,2024-10-02
BILL012739,CUST0426,2024-11-01,124.98,124.98,Paid,2024-11-04
BILL012740,CUST0426,2024-12-01,134.98,134.98,Paid,2024-12-07
BILL012741,CUST0426,2025-01-01,134.98,134.98,Paid,2025-01-11
BILL012742,CUST0426,2025-02-01,124.98,124.98,Paid,2025-02-02
BILL012743,CUST0426,2025-03-01,124.98,124.98,Paid,2025-03-06
BILL012744,CUST0426,2025-04-01,134.98,134.98,Paid,2025-04-06
BILL012745,CUST0426,2025-05-01,124.98,124.98,Paid,2025-05-10
BILL012746,CUST0426,2025-06-01,129.98,129.98,Paid,2025-06-07
BILL012747,CUST0426,2025-07-01,124.98,124.98,Late,2025-07-17
BILL012748,CUST0426,2025-08-01,124.98,124.98,Paid,2025-08-07
BILL012749,CUST0426,2025-09-01,124.98,124.98,Paid,2025-09-06
BILL012750,CUST0426,2025-10-01,129.98,129.98,Late,2025-10-25
BILL012751,CUST0426,2025-11-01,119.98,119.98,Paid,2025-11-09
BILL012752,CUST0426,2025-12-01,129.98,129.98,Paid,2025-12-11
BILL012753,CUST0426,2026-01-01,124.98,124.98,Paid,2026-01-10
BILL012754,CUST0426,2026-02-01,124.98,124.98,Paid,2026-02-05
BILL012755,CUST0426,2026-03-01,124.98,124.98,Paid,2026-03-09
BILL012756,CUST0426,2026-04-01,129.98,129.98,Paid,2026-04-06
BILL012757,CUST0426,2026-05-01,124.98,124.98,Paid,2026-05-03
BILL012758,CUST0426,2026-06-01,124.98,124.98,Paid,2026-06-07
BILL012759,CUST0427,2023-07-01,134.99,134.99,Paid,2023-07-10
BILL012760,CUST0427,2023-08-01,139.99,139.99,Paid,2023-08-02
BILL012761,CUST0427,2023-09-01,139.99,139.99,Paid,2023-09-06
BILL012762,CUST0427,2023-10-01,134.99,134.99,Paid,2023-10-09
BILL012763,CUST0427,2023-11-01,134.99,134.99,Paid,2023-11-09
BILL012764,CUST0427,2023-12-01,134.99,134.99,Paid,2023-12-02
BILL012765,CUST0427,2024-01-01,134.99,134.99,Paid,2024-01-11
BILL012766,CUST0427,2024-02-01,144.99,144.99,Paid,2024-02-10
BILL012767,CUST0427,2024-03-01,144.99,144.99,Paid,2024-03-02
BILL012768,CUST0427,2024-04-01,129.99,129.99,Late,2024-04-29
BILL012769,CUST0427,2024-05-01,134.99,134.99,Paid,2024-05-11
BILL012770,CUST0427,2024-06-01,134.99,134.99,Late,2024-06-17
BILL012771,CUST0427,2024-07-01,134.99,134.99,Paid,2024-07-04
BILL012772,CUST0427,2024-08-01,129.99,129.99,Paid,2024-08-06
BILL012773,CUST0427,2024-09-01,129.99,129.99,Paid,2024-09-11
BILL012774,CUST0427,2024-10-01,134.99,134.99,Paid,2024-10-08
BILL012775,CUST0427,2024-11-01,134.99,134.99,Paid,2024-11-04
BILL012776,CUST0427,2024-12-01,139.99,139.99,Paid,2024-12-03
BILL012777,CUST0427,2025-01-01,134.99,134.99,Paid,2025-01-05
BILL012778,CUST0427,2025-02-01,129.99,129.99,Paid,2025-02-09
BILL012779,CUST0427,2025-03-01,134.99,134.99,Paid,2025-03-07
BILL012780,CUST0427,2025-04-01,139.99,139.99,Paid,2025-04-04
BILL012781,CUST0427,2025-05-01,134.99,134.99,Paid,2025-05-08
BILL012782,CUST0427,2025-06-01,134.99,134.99,Paid,2025-06-08
BILL012783,CUST0427,2025-07-01,134.99,134.99,Paid,2025-07-04
BILL012784,CUST0427,2025-08-01,129.99,129.99,Paid,2025-08-06
BILL012785,CUST0427,2025-09-01,139.99,139.99,Paid,2025-09-11
BILL012786,CUST0427,2025-10-01,134.99,134.99,Paid,2025-10-07
BILL012787,CUST0427,2025-11-01,129.99,129.99,Paid,2025-11-06
BILL012788,CUST0427,2025-12-01,134.99,134.99,Paid,2025-12-03
BILL012789,CUST0427,2026-01-01,134.99,134.99,Paid,2026-01-10
BILL012790,CUST0427,2026-02-01,139.99,139.99,Paid,2026-02-11
BILL012791,CUST0427,2026-03-01,134.99,134.99,Paid,2026-03-07
BILL012792,CUST0427,2026-04-01,129.99,129.99,Paid,2026-04-02
BILL012793,CUST0427,2026-05-01,134.99,134.99,Paid,2026-05-07
BILL012794,CUST0427,2026-06-01,134.99,134.99,Paid,2026-06-11
BILL012795,CUST0428,2023-07-01,99.99,99.99,Paid,2023-07-03
BILL012796,CUST0428,2023-08-01,94.99,94.99,Paid,2023-08-03
BILL012797,CUST0428,2023-09-01,104.99,104.99,Paid,2023-09-09
BILL012798,CUST0428,2023-10-01,104.99,104.99,Paid,2023-10-07
BILL012799,CUST0428,2023-11-01,89.99,89.99,Paid,2023-11-08
BILL012800,CUST0428,2023-12-01,104.99,104.99,Paid,2023-12-11
BILL012801,CUST0428,2024-01-01,94.99,94.99,Paid,2024-01-02
BILL012802,CUST0428,2024-02-01,94.99,94.99,Paid,2024-02-05
BILL012803,CUST0428,2024-03-01,89.99,89.99,Paid,2024-03-10
BILL012804,CUST0428,2024-04-01,104.99,104.99,Paid,2024-04-09
BILL012805,CUST0428,2024-05-01,94.99,94.99,Paid,2024-05-09
BILL012806,CUST0428,2024-06-01,94.99,94.99,Paid,2024-06-11
BILL012807,CUST0428,2024-07-01,89.99,89.99,Paid,2024-07-10
BILL012808,CUST0428,2024-08-01,99.99,99.99,Paid,2024-08-06
BILL012809,CUST0428,2024-09-01,99.99,99.99,Paid,2024-09-02
BILL012810,CUST0428,2024-10-01,104.99,104.99,Paid,2024-10-06
BILL012811,CUST0428,2024-11-01,104.99,104.99,Paid,2024-11-06
BILL012812,CUST0428,2024-12-01,89.99,89.99,Paid,2024-12-11
BILL012813,CUST0428,2025-01-01,94.99,94.99,Paid,2025-01-11
BILL012814,CUST0428,2025-02-01,104.99,104.99,Paid,2025-02-11
BILL012815,CUST0428,2025-03-01,94.99,94.99,Paid,2025-03-08
BILL012816,CUST0428,2025-04-01,89.99,89.99,Paid,2025-04-03
BILL012817,CUST0428,2025-05-01,94.99,94.99,Paid,2025-05-05
BILL012818,CUST0428,2025-06-01,94.99,94.99,Paid,2025-06-04
BILL012819,CUST0428,2025-07-01,94.99,94.99,Paid,2025-07-07
BILL012820,CUST0428,2025-08-01,94.99,94.99,Late,2025-08-19
BILL012821,CUST0428,2025-09-01,104.99,104.99,Paid,2025-09-03
BILL012822,CUST0428,2025-10-01,89.99,89.99,Paid,2025-10-08
BILL012823,CUST0428,2025-11-01,94.99,94.99,Paid,2025-11-10
BILL012824,CUST0428,2025-12-01,94.99,94.99,Paid,2025-12-08
BILL012825,CUST0428,2026-01-01,94.99,94.99,Paid,2026-01-07
BILL012826,CUST0428,2026-02-01,94.99,94.99,Paid,2026-02-07
BILL012827,CUST0428,2026-03-01,94.99,94.99,Paid,2026-03-06
BILL012828,CUST0428,2026-04-01,94.99,94.99,Paid,2026-04-07
BILL012829,CUST0428,2026-05-01,94.99,94.99,Paid,2026-05-04
BILL012830,CUST0428,2026-06-01,89.99,89.99,Paid,2026-06-05
BILL012831,CUST0429,2023-07-01,45.0,45.0,Paid,2023-07-09
BILL012832,CUST0429,2023-08-01,45.0,45.0,Late,2023-08-22
BILL012833,CUST0429,2023-09-01,55.0,55.0,Paid,2023-09-02
BILL012834,CUST0429,2023-10-01,45.0,45.0,Paid,2023-10-08
BILL012835,CUST0429,2023-11-01,45.0,45.0,Late,2023-11-28
BILL012836,CUST0429,2023-12-01,45.0,45.0,Paid,2023-12-09
BILL012837,CUST0429,2024-01-01,45.0,45.0,Paid,2024-01-10
BILL012838,CUST0429,2024-02-01,50.0,50.0,Late,2024-02-29
BILL012839,CUST0429,2024-03-01,50.0,0.0,Unpaid,
BILL012840,CUST0429,2024-04-01,40.0,40.0,Paid,2024-04-02
BILL012841,CUST0429,2024-05-01,45.0,45.0,Paid,2024-05-05
BILL012842,CUST0429,2024-06-01,45.0,45.0,Paid,2024-06-05
BILL012843,CUST0429,2024-07-01,45.0,45.0,Paid,2024-07-09
BILL012844,CUST0429,2024-08-01,45.0,45.0,Paid,2024-08-05
BILL012845,CUST0429,2024-09-01,50.0,50.0,Paid,2024-09-10
BILL012846,CUST0429,2024-10-01,40.0,40.0,Late,2024-10-22
BILL012847,CUST0429,2024-11-01,45.0,45.0,Paid,2024-11-05
BILL012848,CUST0429,2024-12-01,50.0,29.29,Partial,2024-12-10
BILL012849,CUST0429,2025-01-01,40.0,18.67,Partial,2025-01-21
BILL012850,CUST0429,2025-02-01,45.0,45.0,Paid,2025-02-09
BILL012851,CUST0429,2025-03-01,40.0,17.72,Partial,2025-03-26
BILL012852,CUST0429,2025-04-01,45.0,45.0,Paid,2025-04-06
BILL012853,CUST0429,2025-05-01,45.0,45.0,Paid,2025-05-11
BILL012854,CUST0429,2025-06-01,45.0,45.0,Late,2025-06-22
BILL012855,CUST0429,2025-07-01,45.0,45.0,Paid,2025-07-06
BILL012856,CUST0429,2025-08-01,45.0,0.0,Unpaid,
BILL012857,CUST0429,2025-09-01,50.0,50.0,Late,2025-09-26
BILL012858,CUST0429,2025-10-01,40.0,40.0,Paid,2025-10-02
BILL012859,CUST0429,2025-11-01,45.0,45.0,Paid,2025-11-04
BILL012860,CUST0429,2025-12-01,50.0,30.54,Partial,2025-12-15
BILL012861,CUST0429,2026-01-01,45.0,45.0,Paid,2026-01-04
BILL012862,CUST0429,2026-02-01,50.0,0.0,Unpaid,
BILL012863,CUST0429,2026-03-01,40.0,0.0,Unpaid,
BILL012864,CUST0429,2026-04-01,45.0,45.0,Paid,2026-04-06
BILL012865,CUST0429,2026-05-01,45.0,45.0,Late,2026-05-24
BILL012866,CUST0429,2026-06-01,45.0,45.0,Late,2026-06-17
BILL012867,CUST0430,2023-07-01,84.98,84.98,Paid,2023-07-10
BILL012868,CUST0430,2023-08-01,79.98,79.98,Paid,2023-08-05
BILL012869,CUST0430,2023-09-01,89.98,89.98,Paid,2023-09-02
BILL012870,CUST0430,2023-10-01,79.98,79.98,Paid,2023-10-09
BILL012871,CUST0430,2023-11-01,74.98,74.98,Paid,2023-11-02
BILL012872,CUST0430,2023-12-01,74.98,74.98,Paid,2023-12-03
BILL012873,CUST0430,2024-01-01,74.98,74.98,Paid,2024-01-07
BILL012874,CUST0430,2024-02-01,79.98,79.98,Paid,2024-02-02
BILL012875,CUST0430,2024-03-01,84.98,84.98,Paid,2024-03-06
BILL012876,CUST0430,2024-04-01,74.98,74.98,Paid,2024-04-04
BILL012877,CUST0430,2024-05-01,79.98,79.98,Paid,2024-05-10
BILL012878,CUST0430,2024-06-01,79.98,79.98,Late,2024-06-26
BILL012879,CUST0430,2024-07-01,79.98,79.98,Paid,2024-07-07
BILL012880,CUST0430,2024-08-01,79.98,79.98,Paid,2024-08-10
BILL012881,CUST0430,2024-09-01,79.98,79.98,Paid,2024-09-04
BILL012882,CUST0430,2024-10-01,84.98,84.98,Paid,2024-10-07
BILL012883,CUST0430,2024-11-01,84.98,84.98,Paid,2024-11-07
BILL012884,CUST0430,2024-12-01,74.98,74.98,Paid,2024-12-10
BILL012885,CUST0430,2025-01-01,79.98,79.98,Paid,2025-01-03
BILL012886,CUST0430,2025-02-01,84.98,84.98,Paid,2025-02-06
BILL012887,CUST0430,2025-03-01,79.98,79.98,Paid,2025-03-03
BILL012888,CUST0430,2025-04-01,84.98,84.98,Paid,2025-04-11
BILL012889,CUST0430,2025-05-01,74.98,74.98,Paid,2025-05-02
BILL012890,CUST0430,2025-06-01,89.98,89.98,Paid,2025-06-09
BILL012891,CUST0430,2025-07-01,74.98,74.98,Paid,2025-07-08
BILL012892,CUST0430,2025-08-01,79.98,79.98,Paid,2025-08-11
BILL012893,CUST0430,2025-09-01,84.98,84.98,Paid,2025-09-08
BILL012894,CUST0430,2025-10-01,74.98,74.98,Paid,2025-10-02
BILL012895,CUST0430,2025-11-01,89.98,89.98,Paid,2025-11-02
BILL012896,CUST0430,2025-12-01,89.98,89.98,Paid,2025-12-04
BILL012897,CUST0430,2026-01-01,89.98,89.98,Paid,2026-01-03
BILL012898,CUST0430,2026-02-01,79.98,79.98,Paid,2026-02-03
BILL012899,CUST0430,2026-03-01,79.98,79.98,Paid,2026-03-07
BILL012900,CUST0430,2026-04-01,84.98,84.98,Paid,2026-04-07
BILL012901,CUST0430,2026-05-01,79.98,61.59,Partial,2026-05-18
BILL012902,CUST0430,2026-06-01,79.98,79.98,Paid,2026-06-08
BILL012903,CUST0431,2023-07-01,174.98,174.98,Paid,2023-07-09
BILL012904,CUST0431,2023-08-01,174.98,174.98,Paid,2023-08-06
BILL012905,CUST0431,2023-09-01,174.98,174.98,Paid,2023-09-07
BILL012906,CUST0431,2023-10-01,174.98,174.98,Paid,2023-10-07
BILL012907,CUST0431,2023-11-01,174.98,174.98,Paid,2023-11-10
BILL012908,CUST0431,2023-12-01,174.98,174.98,Paid,2023-12-07
BILL012909,CUST0431,2024-01-01,179.98,179.98,Paid,2024-01-04
BILL012910,CUST0431,2024-02-01,174.98,72.07,Partial,2024-02-20
BILL012911,CUST0431,2024-03-01,179.98,179.98,Paid,2024-03-02
BILL012912,CUST0431,2024-04-01,179.98,179.98,Paid,2024-04-02
BILL012913,CUST0431,2024-05-01,174.98,174.98,Paid,2024-05-02
BILL012914,CUST0431,2024-06-01,174.98,174.98,Paid,2024-06-04
BILL012915,CUST0431,2024-07-01,174.98,174.98,Paid,2024-07-02
BILL012916,CUST0431,2024-08-01,179.98,179.98,Paid,2024-08-10
BILL012917,CUST0431,2024-09-01,169.98,169.98,Paid,2024-09-05
BILL012918,CUST0431,2024-10-01,169.98,169.98,Paid,2024-10-11
BILL012919,CUST0431,2024-11-01,174.98,174.98,Late,2024-11-19
BILL012920,CUST0431,2024-12-01,179.98,179.98,Paid,2024-12-10
BILL012921,CUST0431,2025-01-01,174.98,174.98,Paid,2025-01-05
BILL012922,CUST0431,2025-02-01,174.98,174.98,Paid,2025-02-02
BILL012923,CUST0431,2025-03-01,184.98,184.98,Late,2025-03-23
BILL012924,CUST0431,2025-04-01,179.98,179.98,Paid,2025-04-08
BILL012925,CUST0431,2025-05-01,179.98,179.98,Paid,2025-05-07
BILL012926,CUST0431,2025-06-01,174.98,174.98,Paid,2025-06-11
BILL012927,CUST0431,2025-07-01,174.98,174.98,Paid,2025-07-07
BILL012928,CUST0431,2025-08-01,169.98,169.98,Paid,2025-08-11
BILL012929,CUST0431,2025-09-01,169.98,169.98,Paid,2025-09-10
BILL012930,CUST0431,2025-10-01,174.98,174.98,Paid,2025-10-09
BILL012931,CUST0431,2025-11-01,169.98,169.98,Paid,2025-11-03
BILL012932,CUST0431,2025-12-01,169.98,169.98,Paid,2025-12-09
BILL012933,CUST0431,2026-01-01,169.98,169.98,Paid,2026-01-06
BILL012934,CUST0431,2026-02-01,169.98,169.98,Paid,2026-02-02
BILL012935,CUST0431,2026-03-01,174.98,174.98,Paid,2026-03-07
BILL012936,CUST0431,2026-04-01,174.98,174.98,Paid,2026-04-10
BILL012937,CUST0431,2026-05-01,179.98,179.98,Paid,2026-05-04
BILL012938,CUST0431,2026-06-01,169.98,169.98,Paid,2026-06-07
BILL012939,CUST0432,2023-07-01,204.97,204.97,Paid,2023-07-08
BILL012940,CUST0432,2023-08-01,219.97,219.97,Paid,2023-08-04
BILL012941,CUST0432,2023-09-01,209.97,209.97,Paid,2023-09-06
BILL012942,CUST0432,2023-10-01,209.97,209.97,Late,2023-10-19
BILL012943,CUST0432,2023-11-01,209.97,209.97,Paid,2023-11-07
BILL012944,CUST0432,2023-12-01,219.97,219.97,Paid,2023-12-10
BILL012945,CUST0432,2024-01-01,209.97,209.97,Paid,2024-01-09
BILL012946,CUST0432,2024-02-01,204.97,204.97,Paid,2024-02-09
BILL012947,CUST0432,2024-03-01,209.97,209.97,Paid,2024-03-11
BILL012948,CUST0432,2024-04-01,214.97,214.97,Late,2024-04-27
BILL012949,CUST0432,2024-05-01,209.97,209.97,Paid,2024-05-11
BILL012950,CUST0432,2024-06-01,209.97,209.97,Paid,2024-06-09
BILL012951,CUST0432,2024-07-01,209.97,209.97,Paid,2024-07-05
BILL012952,CUST0432,2024-08-01,214.97,214.97,Paid,2024-08-08
BILL012953,CUST0432,2024-09-01,219.97,219.97,Paid,2024-09-10
BILL012954,CUST0432,2024-10-01,209.97,209.97,Paid,2024-10-06
BILL012955,CUST0432,2024-11-01,209.97,209.97,Paid,2024-11-11
BILL012956,CUST0432,2024-12-01,219.97,219.97,Late,2024-12-23
BILL012957,CUST0432,2025-01-01,204.97,204.97,Late,2025-01-29
BILL012958,CUST0432,2025-02-01,209.97,209.97,Paid,2025-02-05
BILL012959,CUST0432,2025-03-01,204.97,204.97,Paid,2025-03-05
BILL012960,CUST0432,2025-04-01,214.97,214.97,Paid,2025-04-02
BILL012961,CUST0432,2025-05-01,204.97,204.97,Paid,2025-05-05
BILL012962,CUST0432,2025-06-01,209.97,209.97,Paid,2025-06-08
BILL012963,CUST0432,2025-07-01,219.97,219.97,Paid,2025-07-11
BILL012964,CUST0432,2025-08-01,209.97,209.97,Paid,2025-08-03
BILL012965,CUST0432,2025-09-01,209.97,209.97,Paid,2025-09-03
BILL012966,CUST0432,2025-10-01,209.97,209.97,Paid,2025-10-03
BILL012967,CUST0432,2025-11-01,209.97,209.97,Paid,2025-11-07
BILL012968,CUST0432,2025-12-01,204.97,204.97,Paid,2025-12-02
BILL012969,CUST0432,2026-01-01,214.97,214.97,Paid,2026-01-08
BILL012970,CUST0432,2026-02-01,209.97,209.97,Paid,2026-02-05
BILL012971,CUST0432,2026-03-01,214.97,214.97,Paid,2026-03-10
BILL012972,CUST0432,2026-04-01,219.97,219.97,Paid,2026-04-08
BILL012973,CUST0432,2026-05-01,219.97,219.97,Paid,2026-05-11
BILL012974,CUST0432,2026-06-01,204.97,204.97,Paid,2026-06-04
BILL012975,CUST0433,2023-07-01,45.0,0.0,Unpaid,
BILL012976,CUST0433,2023-08-01,45.0,31.92,Partial,2023-08-23
BILL012977,CUST0433,2023-09-01,45.0,45.0,Paid,2023-09-11
BILL012978,CUST0433,2023-10-01,40.0,40.0,Late,2023-10-25
BILL012979,CUST0433,2023-11-01,45.0,45.0,Late,2023-11-25
BILL012980,CUST0433,2023-12-01,45.0,45.0,Paid,2023-12-09
BILL012981,CUST0433,2024-01-01,40.0,40.0,Paid,2024-01-07
BILL012982,CUST0433,2024-02-01,45.0,45.0,Paid,2024-02-07
BILL012983,CUST0433,2024-03-01,45.0,28.65,Partial,2024-03-08
BILL012984,CUST0433,2024-04-01,40.0,40.0,Late,2024-04-22
BILL012985,CUST0433,2024-05-01,50.0,26.71,Partial,2024-05-11
BILL012986,CUST0433,2024-06-01,55.0,55.0,Late,2024-06-17
BILL012987,CUST0433,2024-07-01,45.0,45.0,Paid,2024-07-09
BILL012988,CUST0433,2024-08-01,50.0,50.0,Paid,2024-08-06
BILL012989,CUST0433,2024-09-01,50.0,50.0,Late,2024-09-29
BILL012990,CUST0433,2024-10-01,40.0,40.0,Paid,2024-10-03
BILL012991,CUST0433,2024-11-01,45.0,0.0,Unpaid,
BILL012992,CUST0433,2024-12-01,45.0,45.0,Paid,2024-12-10
BILL012993,CUST0433,2025-01-01,55.0,55.0,Late,2025-01-25
BILL012994,CUST0433,2025-02-01,55.0,55.0,Late,2025-02-23
BILL012995,CUST0433,2025-03-01,40.0,40.0,Paid,2025-03-03
BILL012996,CUST0433,2025-04-01,50.0,50.0,Late,2025-04-26
BILL012997,CUST0433,2025-05-01,45.0,45.0,Paid,2025-05-02
BILL012998,CUST0433,2025-06-01,45.0,45.0,Paid,2025-06-07
BILL012999,CUST0433,2025-07-01,55.0,55.0,Paid,2025-07-06
BILL013000,CUST0433,2025-08-01,45.0,45.0,Paid,2025-08-07
BILL013001,CUST0433,2025-09-01,45.0,45.0,Paid,2025-09-03
BILL013002,CUST0433,2025-10-01,55.0,55.0,Paid,2025-10-07
BILL013003,CUST0433,2025-11-01,40.0,0.0,Unpaid,
BILL013004,CUST0433,2025-12-01,45.0,26.85,Partial,2025-12-24
BILL013005,CUST0433,2026-01-01,55.0,55.0,Paid,2026-01-03
BILL013006,CUST0433,2026-02-01,55.0,55.0,Paid,2026-02-04
BILL013007,CUST0433,2026-03-01,40.0,0.0,Unpaid,
BILL013008,CUST0433,2026-04-01,45.0,45.0,Paid,2026-04-07
BILL013009,CUST0433,2026-05-01,45.0,45.0,Paid,2026-05-03
BILL013010,CUST0433,2026-06-01,45.0,45.0,Paid,2026-06-06
BILL013011,CUST0434,2023-07-01,89.99,89.99,Paid,2023-07-03
BILL013012,CUST0434,2023-08-01,89.99,89.99,Paid,2023-08-04
BILL013013,CUST0434,2023-09-01,89.99,89.99,Paid,2023-09-04
BILL013014,CUST0434,2023-10-01,84.99,84.99,Paid,2023-10-07
BILL013015,CUST0434,2023-11-01,89.99,89.99,Paid,2023-11-05
BILL013016,CUST0434,2023-12-01,89.99,89.99,Paid,2023-12-06
BILL013017,CUST0434,2024-01-01,94.99,94.99,Paid,2024-01-04
BILL013018,CUST0434,2024-02-01,94.99,94.99,Paid,2024-02-08
BILL013019,CUST0434,2024-03-01,89.99,89.99,Paid,2024-03-07
BILL013020,CUST0434,2024-04-01,89.99,89.99,Paid,2024-04-08
BILL013021,CUST0434,2024-05-01,99.99,99.99,Paid,2024-05-10
BILL013022,CUST0434,2024-06-01,89.99,89.99,Paid,2024-06-11
BILL013023,CUST0434,2024-07-01,84.99,84.99,Paid,2024-07-06
BILL013024,CUST0434,2024-08-01,89.99,89.99,Paid,2024-08-08
BILL013025,CUST0434,2024-09-01,84.99,84.99,Paid,2024-09-11
BILL013026,CUST0434,2024-10-01,99.99,99.99,Paid,2024-10-06
BILL013027,CUST0434,2024-11-01,89.99,89.99,Paid,2024-11-11
BILL013028,CUST0434,2024-12-01,94.99,94.99,Paid,2024-12-02
BILL013029,CUST0434,2025-01-01,89.99,89.99,Paid,2025-01-11
BILL013030,CUST0434,2025-02-01,84.99,84.99,Late,2025-02-17
BILL013031,CUST0434,2025-03-01,84.99,84.99,Paid,2025-03-10
BILL013032,CUST0434,2025-04-01,89.99,89.99,Paid,2025-04-09
BILL013033,CUST0434,2025-05-01,89.99,89.99,Paid,2025-05-10
BILL013034,CUST0434,2025-06-01,89.99,89.99,Paid,2025-06-08
BILL013035,CUST0434,2025-07-01,94.99,94.99,Paid,2025-07-04
BILL013036,CUST0434,2025-08-01,89.99,89.99,Paid,2025-08-04
